"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 02:00","2025","06","12","02:00","","13.6","","11.8","","89","","0.0","","22","","16","","","M","99.38","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 03:00","2025","06","12","03:00","","12.8","","11.5","","91","","0.0","","21","","14","","","M","99.36","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 04:00","2025","06","12","04:00","","13.3","","11.3","","88","","0.0","","22","","14","","","M","99.34","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 05:00","2025","06","12","05:00","","12.6","","11.7","","94","","0.0","","22","","15","","","M","99.32","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 06:00","2025","06","12","06:00","","14.2","","12.0","","87","","0.0","","21","","19","","","M","99.32","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 07:00","2025","06","12","07:00","","16.1","","12.4","","78","","0.0","","21","","19","","","M","99.30","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 08:00","2025","06","12","08:00","","18.6","","13.0","","70","","0.0","","23","","25","","","M","99.25","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 09:00","2025","06","12","09:00","","21.2","","13.6","","61","","0.0","","22","","31","","","M","99.20","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 10:00","2025","06","12","10:00","","22.8","","14.5","","59","","0.0","","22","","26","","","M","99.09","","26","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 11:00","2025","06","12","11:00","","22.0","","14.0","","60","","0.0","","22","","30","","","M","99.02","","25","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 12:00","2025","06","12","12:00","","24.0","","14.8","","56","","0.0","","20","","27","","","M","98.93","","28","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 13:00","2025","06","12","13:00","","24.3","","15.3","","57","","0.0","","20","","28","","","M","98.84","","28","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 14:00","2025","06","12","14:00","","23.2","","15.0","","59","","0.0","","21","","22","","","M","98.77","","27","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 15:00","2025","06","12","15:00","","24.4","","15.1","","56","","0.0","","29","","22","","","M","98.77","","28","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 16:00","2025","06","12","16:00","","24.2","","11.8","","45","","0.0","","28","","31","","","M","98.78","","26","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 17:00","2025","06","12","17:00","","23.9","","11.6","","46","","0.0","","30","","31","","","M","98.81","","26","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 18:00","2025","06","12","18:00","","22.8","","12.1","","50","","0.0","","30","","25","","","M","98.88","","25","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 19:00","2025","06","12","19:00","","21.1","","10.6","","51","","0.0","","31","","19","","","M","98.96","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 20:00","2025","06","12","20:00","","20.0","","9.6","","51","","0.0","","27","","16","","","M","99.03","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 21:00","2025","06","12","21:00","","18.7","","9.1","","53","","0.0","","29","","17","","","M","99.15","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 22:00","2025","06","12","22:00","","16.7","","8.7","","59","","0.0","","30","","20","","","M","99.22","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-12 23:00","2025","06","12","23:00","","15.3","","8.2","","62","","0.0","","30","","18","","","M","99.28","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 00:00","2025","06","13","00:00","","14.3","","7.7","","65","","0.0","","30","","19","","","M","99.30","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 01:00","2025","06","13","01:00","","13.6","","7.7","","67","","0.0","","29","","17","","","M","99.33","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 02:00","2025","06","13","02:00","","12.8","","7.8","","72","","0.0","","29","","17","","","M","99.36","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 03:00","2025","06","13","03:00","","12.7","","7.7","","72","","0.0","","29","","21","","","M","99.39","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 04:00","2025","06","13","04:00","","12.4","","7.8","","73","","0.0","","29","","23","","","M","99.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 05:00","2025","06","13","05:00","","12.0","","8.4","","78","","0.0","","30","","10","","","M","99.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 06:00","2025","06","13","06:00","","12.5","","8.6","","77","","0.0","","30","","21","","","M","99.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 07:00","2025","06","13","07:00","","12.8","","8.5","","75","","0.0","","30","","24","","","M","99.61","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 08:00","2025","06","13","08:00","","13.8","","8.6","","71","","0.0","","32","","21","","","M","99.67","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 09:00","2025","06","13","09:00","","13.9","","7.7","","66","","0.0","","29","","22","","","M","99.70","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 10:00","2025","06","13","10:00","","14.1","","7.0","","62","","0.0","","31","","16","","","M","99.72","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 11:00","2025","06","13","11:00","","15.9","","7.1","","55","","0.0","","30","","26","","","M","99.76","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 12:00","2025","06","13","12:00","","15.4","","7.2","","58","","0.0","","31","","21","","","M","99.78","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 13:00","2025","06","13","13:00","","16.0","","6.3","","52","","0.0","","31","","20","","","M","99.82","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 14:00","2025","06","13","14:00","","15.9","","6.8","","55","","0.0","","34","","20","","","M","99.86","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 15:00","2025","06","13","15:00","","16.1","","7.0","","55","","0.0","","34","","17","","","M","99.92","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 16:00","2025","06","13","16:00","","16.6","","6.9","","52","","0.0","","34","","25","","","M","99.97","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 17:00","2025","06","13","17:00","","16.6","","6.7","","52","","0.0","","32","","21","","","M","100.03","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 18:00","2025","06","13","18:00","","15.8","","6.4","","53","","0.0","","33","","16","","","M","100.11","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 19:00","2025","06","13","19:00","","14.8","","6.4","","57","","0.0","","33","","13","","","M","100.19","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 20:00","2025","06","13","20:00","","13.0","","7.4","","69","","0.0","","3","","6","","","M","100.26","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 21:00","2025","06","13","21:00","","11.6","","7.5","","76","","0.0","","1","","7","","","M","100.35","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 22:00","2025","06","13","22:00","","10.7","","6.9","","77","","0.0","","33","","9","","","M","100.36","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-13 23:00","2025","06","13","23:00","","9.6","","6.4","","80","","0.0","","2","","8","","","M","100.39","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 00:00","2025","06","14","00:00","","10.2","","6.5","","78","","0.0","","","","0","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 01:00","2025","06","14","01:00","","9.7","","6.5","","81","","0.0","","7","","4","","","M","100.47","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 02:00","2025","06","14","02:00","","10.4","","6.1","","75","","0.0","","4","","3","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 03:00","2025","06","14","03:00","","7.2","","5.9","","91","","0.0","","19","","5","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 04:00","2025","06","14","04:00","","8.5","","6.6","","88","","0.0","","19","","7","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 05:00","2025","06","14","05:00","","8.8","","7.1","","89","","0.0","","21","","9","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 06:00","2025","06","14","06:00","","10.8","","8.3","","85","","0.0","","18","","8","","","M","100.57","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 07:00","2025","06","14","07:00","","11.5","","8.3","","80","","0.0","","13","","10","","","M","100.57","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 08:00","2025","06","14","08:00","","13.9","","9.1","","72","","0.0","","16","","13","","","M","100.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 09:00","2025","06","14","09:00","","15.7","","7.7","","59","","0.0","","17","","16","","","M","100.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 10:00","2025","06","14","10:00","","16.3","","7.4","","55","","0.0","","22","","12","","","M","100.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 11:00","2025","06","14","11:00","","16.3","","8.8","","61","","0.0","","19","","14","","","M","100.59","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 12:00","2025","06","14","12:00","","15.6","","5.5","","51","","0.0","","20","","14","","","M","100.53","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 13:00","2025","06","14","13:00","","16.5","","7.0","","53","","0.0","","20","","15","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 14:00","2025","06","14","14:00","","18.1","","8.1","","52","","0.0","","18","","17","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 15:00","2025","06","14","15:00","","16.0","","8.5","","61","","0.0","","14","","17","","","M","100.48","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 16:00","2025","06","14","16:00","","15.3","","9.4","","67","","0.0","","16","","12","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 17:00","2025","06","14","17:00","","16.5","","7.3","","54","","0.0","","23","","18","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 18:00","2025","06","14","18:00","","15.6","","7.6","","58","","0.0","","23","","16","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 19:00","2025","06","14","19:00","","15.0","","7.9","","62","","0.0","","24","","8","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 20:00","2025","06","14","20:00","","12.7","","7.6","","71","","0.0","","22","","8","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 21:00","2025","06","14","21:00","","12.7","","7.2","","69","","0.0","","23","","4","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 22:00","2025","06","14","22:00","","10.7","","7.3","","79","","0.0","","22","","9","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-14 23:00","2025","06","14","23:00","","9.4","","7.2","","86","","0.0","","22","","11","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 00:00","2025","06","15","00:00","","8.9","","7.6","","91","","0.0","","22","","12","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 01:00","2025","06","15","01:00","","8.5","","7.2","","91","","0.0","","22","","10","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 02:00","2025","06","15","02:00","","7.9","","7.0","","94","","0.0","","20","","12","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 03:00","2025","06","15","03:00","","7.9","","7.2","","95","","0.0","","22","","9","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 04:00","2025","06","15","04:00","","7.8","","7.2","","96","","0.0","","21","","12","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 05:00","2025","06","15","05:00","","7.9","","7.6","","98","","0.0","","22","","9","","","M","100.53","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 06:00","2025","06","15","06:00","","9.5","","8.6","","94","","0.0","","25","","5","","","M","100.55","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 07:00","2025","06","15","07:00","","11.7","","8.0","","78","","0.0","","32","","4","","","M","100.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 08:00","2025","06","15","08:00","","13.6","","8.8","","73","","0.0","","33","","8","","","M","100.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 09:00","2025","06","15","09:00","","15.6","","9.5","","67","","0.0","","34","","5","","","M","100.53","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 10:00","2025","06","15","10:00","","17.2","","8.2","","55","","0.0","","32","","12","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 11:00","2025","06","15","11:00","","18.0","","6.4","","46","","0.0","","32","","13","","","M","100.48","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 12:00","2025","06","15","12:00","","18.6","","4.4","","39","","0.0","","","","0","","","M","100.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 13:00","2025","06","15","13:00","","19.8","","4.9","","37","","0.0","","28","","15","","","M","100.40","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 14:00","2025","06","15","14:00","","18.9","","9.4","","54","","0.0","","21","","18","","","M","100.39","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 15:00","2025","06","15","15:00","","17.9","","8.0","","52","","0.0","","23","","20","","","M","100.39","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 16:00","2025","06","15","16:00","","16.9","","8.1","","56","","0.0","","24","","22","","","M","100.41","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 17:00","2025","06","15","17:00","","16.3","","7.8","","57","","0.0","","23","","26","","","M","100.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 18:00","2025","06","15","18:00","","15.4","","8.0","","61","","0.0","","22","","23","","","M","100.44","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 19:00","2025","06","15","19:00","","13.6","","7.5","","66","","0.0","","21","","24","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 20:00","2025","06","15","20:00","","11.9","","7.2","","73","","0.0","","20","","20","","","M","100.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 21:00","2025","06","15","21:00","","11.0","","7.0","","76","","0.0","","22","","15","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 22:00","2025","06","15","22:00","","10.0","","7.1","","82","","0.0","","23","","11","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-15 23:00","2025","06","15","23:00","","9.4","","7.2","","86","","0.0","","23","","12","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 00:00","2025","06","16","00:00","","10.0","","8.0","","87","","0.0","","25","","14","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 01:00","2025","06","16","01:00","","9.7","","7.6","","87","","0.0","","23","","11","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 02:00","2025","06","16","02:00","","10.5","","7.0","","79","","0.0","","26","","16","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 03:00","2025","06","16","03:00","","9.7","","6.6","","81","","0.0","","25","","13","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 04:00","2025","06","16","04:00","","9.3","","6.3","","81","","0.0","","26","","12","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 05:00","2025","06","16","05:00","","9.4","","6.0","","79","","0.0","","26","","14","","","M","100.53","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 06:00","2025","06","16","06:00","","10.9","","6.2","","73","","0.0","","24","","11","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 07:00","2025","06","16","07:00","","12.4","","6.1","","65","","0.0","","25","","11","","","M","100.60","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 08:00","2025","06","16","08:00"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 09:00","2025","06","16","09:00","","17.3","","8.6","","56","","","M","27","","8","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 10:00","2025","06","16","10:00","","18.5","","8.3","","51","","0.0","","","M","","M","","M","100.59","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 11:00","2025","06","16","11:00","","20.4","","8.4","","46","","0.0","","23","","7","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 12:00","2025","06","16","12:00","","21.3","","8.7","","44","","0.0","","29","","5","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 13:00","2025","06","16","13:00","","22.1","","9.9","","45","","0.0","","19","","9","","","M","100.44","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 14:00","2025","06","16","14:00","","21.6","","9.6","","46","","0.0","","20","","20","","","M","100.41","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 15:00","2025","06","16","15:00","","21.5","","8.2","","42","","0.0","","20","","28","","","M","100.42","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 16:00","2025","06","16","16:00","","20.0","","7.2","","43","","0.0","","21","","25","","","M","100.42","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 17:00","2025","06","16","17:00","","19.2","","6.3","","43","","0.0","","21","","19","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 18:00","2025","06","16","18:00","","16.8","","5.0","","45","","0.0","","21","","13","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 19:00","2025","06","16","19:00","","14.8","","5.2","","52","","0.0","","19","","15","","","M","100.47","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 20:00","2025","06","16","20:00","","13.1","","4.3","","55","","0.0","","20","","20","","","M","100.47","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 21:00","2025","06","16","21:00","","12.1","","4.7","","60","","0.0","","20","","21","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 22:00","2025","06","16","22:00","","11.9","","4.7","","61","","0.0","","20","","16","","","M","100.47","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-16 23:00","2025","06","16","23:00","","11.4","","5.0","","64","","0.0","","23","","13","","","M","100.48","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 00:00","2025","06","17","00:00","","10.9","","5.3","","68","","0.0","","24","","14","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 01:00","2025","06","17","01:00","","10.4","","5.6","","72","","0.0","","23","","14","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 02:00","2025","06","17","02:00","","9.7","","5.2","","73","","0.0","","21","","13","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 03:00","2025","06","17","03:00","","8.2","","5.5","","83","","0.0","","19","","11","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 04:00","2025","06","17","04:00","","7.9","","4.4","","78","","0.0","","19","","12","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 05:00","2025","06","17","05:00","","7.9","","3.5","","74","","0.0","","20","","9","","","M","100.54","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 06:00","2025","06","17","06:00","","9.8","","4.5","","70","","0.0","","19","","11","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 07:00","2025","06","17","07:00","","12.9","","7.1","","68","","0.0","","20","","13","","","M","100.59","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 08:00","2025","06","17","08:00","","15.5","","6.0","","53","","0.0","","20","","20","","","M","100.53","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 09:00","2025","06","17","09:00","","17.4","","7.0","","50","","0.0","","21","","21","","","M","100.51","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 10:00","2025","06","17","10:00","","18.5","","8.4","","51","","0.0","","22","","21","","","M","100.54","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 11:00","2025","06","17","11:00","","19.1","","8.2","","49","","0.0","","23","","28","","","M","100.55","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 12:00","2025","06","17","12:00","","19.3","","7.4","","46","","0.0","","23","","25","","","M","100.55","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 13:00","2025","06","17","13:00","","19.6","","7.0","","44","","0.0","","22","","26","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 14:00","2025","06","17","14:00","","19.8","","5.2","","38","","0.0","","21","","26","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 15:00","2025","06","17","15:00","","20.1","","5.7","","39","","0.0","","21","","23","","","M","100.48","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 16:00","2025","06","17","16:00","","19.2","","5.0","","39","","0.0","","21","","21","","","M","100.42","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 17:00","2025","06","17","17:00","","18.6","","4.4","","39","","0.0","","21","","23","","","M","100.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 18:00","2025","06","17","18:00","","16.9","","4.2","","43","","0.0","","18","","17","","","M","100.43","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 19:00","2025","06","17","19:00","","15.1","","4.0","","47","","0.0","","18","","17","","","M","100.45","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 20:00","2025","06","17","20:00","","12.6","","6.5","","66","","0.0","","17","","14","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 21:00","2025","06","17","21:00","","11.0","","9.0","","87","","0.0","","16","","13","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 22:00","2025","06","17","22:00","","10.3","","9.6","","95","","0.0","","16","","15","","","M","100.42","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-17 23:00","2025","06","17","23:00","","10.8","","10.6","","99","","0.0","","18","","16","","","M","100.44","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-18 00:00","2025","06","18","00:00","","10.5","","10.2","","98","","0.0","","18","","14","","","M","100.39","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-18 01:00","2025","06","18","01:00","","10.4","","10.2","","99","","0.0","","17","","16","","","M","100.35","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-06-18 02:00","2025","06","18","02:00","","10.2","","10.1","","99","","0.0","","17","","15","","","M","100.30","","","","","","NA"
