Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,12,1781,1986,205,0.12,2018,32,0.02,76,2,174,348,10B Micmac Terminal_West,Saturday_12,12.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,13,1773,2245,472,0.27,2302,57,0.03,150,4,136,544,10B Micmac Terminal_West,Saturday_13,76.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,14,1799,1839,40,0.02,1888,49,0.03,638,2,157,314,10B Micmac Terminal_West,Saturday_14,150.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,15,1802,1930,128,0.07,1953,23,0.01,89,3,158,474,10B Micmac Terminal_West,Saturday_15,638.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,16,1816,1861,45,0.02,1876,15,0.01,603,3,173,519,10B Micmac Terminal_West,Saturday_16,89.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,17,1799,1940,141,0.08,1983,43,0.02,-32,3,154,462,10B Micmac Terminal_West,Saturday_17,603.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,18,1813,2070,257,0.14,2124,54,0.03,86,5,96,480,10B Micmac Terminal_West,Saturday_18,-32.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,19,1827,2583,756,0.41,2598,15,0.01,23,4,139,556,10B Micmac Terminal_West,Saturday_19,86.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,20,1814,1837,23,0.01,1869,32,0.02,120,5,156,780,10B Micmac Terminal_West,Saturday_20,23.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,21,1804,1998,194,0.11,2037,39,0.02,381,5,154,770,10B Micmac Terminal_West,Saturday_21,120.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,22,1820,1828,8,0.0,1838,10,0.01,112,3,140,420,10B Micmac Terminal_West,Saturday_22,381.0
10-Dalhousie,West,Saturday,Reduced service,10B Micmac Terminal,February,23,1781,1820,39,0.02,1824,4,0.0,123,3,138,414,10B Micmac Terminal_West,Saturday_23,112.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,5,1776,1780,4,0.0,1830,50,0.03,152,2,144,288,10B Micmac Terminal_East,Sunday_5,-50.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,6,1797,1839,42,0.02,1888,49,0.03,117,5,133,665,10B Micmac Terminal_East,Sunday_6,152.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,7,1788,1831,43,0.02,1852,21,0.01,173,3,109,327,10B Micmac Terminal_East,Sunday_7,117.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,8,1798,1824,26,0.01,1864,40,0.02,-11,2,172,344,10B Micmac Terminal_East,Sunday_8,173.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,9,1813,2138,325,0.18,2164,26,0.01,179,2,93,186,10B Micmac Terminal_East,Sunday_9,-11.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,10,1826,1854,28,0.02,1880,26,0.01,82,2,169,338,10B Micmac Terminal_East,Sunday_10,179.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,11,1801,1843,42,0.02,1866,23,0.01,447,2,166,332,10B Micmac Terminal_East,Sunday_11,82.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,12,1822,1858,36,0.02,1914,56,0.03,-48,4,99,396,10B Micmac Terminal_East,Sunday_12,447.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,13,1800,1842,42,0.02,1867,25,0.01,37,5,164,820,10B Micmac Terminal_East,Sunday_13,-48.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,14,1805,1815,10,0.01,1860,45,0.02,127,3,173,519,10B Micmac Terminal_East,Sunday_14,37.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,15,1793,2436,643,0.36,2456,20,0.01,37,3,138,414,10B Micmac Terminal_East,Sunday_15,127.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,16,1770,1800,30,0.02,1835,35,0.02,118,4,105,420,10B Micmac Terminal_East,Sunday_16,37.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,17,1789,1826,37,0.02,1862,36,0.02,274,2,105,210,10B Micmac Terminal_East,Sunday_17,118.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,18,1790,1815,25,0.01,1873,58,0.03,-12,2,134,268,10B Micmac Terminal_East,Sunday_18,274.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,19,1817,1845,28,0.02,1904,59,0.03,136,4,169,676,10B Micmac Terminal_East,Sunday_19,-12.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,20,1824,2436,612,0.34,2469,33,0.02,-54,5,116,580,10B Micmac Terminal_East,Sunday_20,136.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,21,1808,1809,1,0.0,1817,8,0.0,7,5,138,690,10B Micmac Terminal_East,Sunday_21,-54.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,22,1822,2263,441,0.24,2282,19,0.01,-36,4,175,700,10B Micmac Terminal_East,Sunday_22,7.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,February,23,1800,2421,621,0.34,2447,26,0.01,-15,5,144,720,10B Micmac Terminal_East,Sunday_23,-36.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,5,926,956,30,0.03,997,41,0.04,18,6,277,1662,10A Bridge Terminal_East,Monday_5,-59.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,6,920,927,7,0.01,959,32,0.03,23,6,182,1092,10A Bridge Terminal_East,Monday_6,18.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,7,572,574,2,0.0,820,246,0.43,314,12,354,4248,10A Bridge Terminal_East,Monday_7,23.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,8,585,620,35,0.06,1011,391,0.67,310,12,375,4500,10A Bridge Terminal_East,Monday_8,314.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,9,629,660,31,0.05,911,251,0.4,308,7,259,1813,10A Bridge Terminal_East,Monday_9,310.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,10,919,930,11,0.01,961,31,0.03,148,2,293,586,10A Bridge Terminal_East,Monday_10,308.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,11,904,936,32,0.04,995,59,0.07,5,2,153,306,10A Bridge Terminal_East,Monday_11,148.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,12,877,903,26,0.03,926,23,0.03,70,2,298,596,10A Bridge Terminal_East,Monday_12,5.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,13,915,952,37,0.04,989,37,0.04,169,6,216,1296,10A Bridge Terminal_East,Monday_13,70.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,14,927,930,3,0.0,930,0,0.0,-19,3,162,486,10A Bridge Terminal_East,Monday_14,169.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,15,927,965,38,0.04,966,1,0.0,123,4,252,1008,10A Bridge Terminal_East,Monday_15,-19.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,16,604,644,40,0.07,856,212,0.35,211,7,250,1750,10A Bridge Terminal_East,Monday_16,123.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,17,593,595,2,0.0,858,263,0.44,551,10,312,3120,10A Bridge Terminal_East,Monday_17,211.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,18,610,627,17,0.03,914,287,0.47,574,7,348,2436,10A Bridge Terminal_East,Monday_18,551.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,19,910,951,41,0.05,984,33,0.04,17,4,151,604,10A Bridge Terminal_East,Monday_19,574.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,20,881,918,37,0.04,920,2,0.0,42,2,189,378,10A Bridge Terminal_East,Monday_20,17.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,21,929,938,9,0.01,967,29,0.03,15,4,179,716,10A Bridge Terminal_East,Monday_21,42.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,22,895,928,33,0.04,988,60,0.07,97,3,196,588,10A Bridge Terminal_East,Monday_22,15.0
10-Dalhousie,East,Monday,Full service,10A Bridge Terminal,March,23,909,1629,720,0.79,1643,14,0.02,-24,4,291,1164,10A Bridge Terminal_East,Monday_23,97.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,5,916,939,23,0.03,962,23,0.03,160,6,247,1482,10B Micmac Terminal_East,Tuesday_5,-15.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,6,890,924,34,0.04,936,12,0.01,172,2,224,448,10B Micmac Terminal_East,Tuesday_6,160.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,7,603,641,38,0.06,1036,395,0.66,228,10,250,2500,10B Micmac Terminal_East,Tuesday_7,172.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,8,574,583,9,0.02,755,172,0.3,407,5,388,1940,10B Micmac Terminal_East,Tuesday_8,228.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,9,587,591,4,0.01,866,275,0.47,314,8,327,2616,10B Micmac Terminal_East,Tuesday_9,407.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,10,896,896,0,0.0,927,31,0.03,94,2,292,584,10B Micmac Terminal_East,Tuesday_10,314.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,11,894,929,35,0.04,947,18,0.02,78,6,186,1116,10B Micmac Terminal_East,Tuesday_11,94.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,12,879,913,34,0.04,948,35,0.04,21,5,219,1095,10B Micmac Terminal_East,Tuesday_12,78.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,13,894,919,25,0.03,932,13,0.01,-21,3,163,489,10B Micmac Terminal_East,Tuesday_13,21.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,14,872,908,36,0.04,960,52,0.06,100,4,198,792,10B Micmac Terminal_East,Tuesday_14,-21.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,15,882,884,2,0.0,942,58,0.07,121,4,220,880,10B Micmac Terminal_East,Tuesday_15,100.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,16,574,604,30,0.05,773,169,0.29,445,12,384,4608,10B Micmac Terminal_East,Tuesday_16,121.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,17,598,603,5,0.01,874,271,0.45,257,10,385,3850,10B Micmac Terminal_East,Tuesday_17,445.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,18,591,591,0,0.0,989,398,0.67,149,5,232,1160,10B Micmac Terminal_East,Tuesday_18,257.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,19,893,938,45,0.05,993,55,0.06,94,3,163,489,10B Micmac Terminal_East,Tuesday_19,149.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,20,870,910,40,0.05,947,37,0.04,-14,6,166,996,10B Micmac Terminal_East,Tuesday_20,94.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,21,926,937,11,0.01,991,54,0.06,19,4,201,804,10B Micmac Terminal_East,Tuesday_21,-14.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,22,870,900,30,0.03,919,19,0.02,84,4,168,672,10B Micmac Terminal_East,Tuesday_22,19.0
10-Dalhousie,East,Tuesday,Full service,10B Micmac Terminal,March,23,884,925,41,0.05,949,24,0.03,68,2,252,504,10B Micmac Terminal_East,Tuesday_23,84.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,5,885,906,21,0.02,954,48,0.05,51,2,253,506,10B Micmac Terminal_West,Wednesday_5,123.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,6,925,1793,868,0.94,1819,26,0.03,153,3,271,813,10B Micmac Terminal_West,Wednesday_6,51.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,7,629,636,7,0.01,1009,373,0.59,513,11,309,3399,10B Micmac Terminal_West,Wednesday_7,153.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,8,572,576,4,0.01,757,181,0.32,424,5,369,1845,10B Micmac Terminal_West,Wednesday_8,513.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,9,606,629,23,0.04,932,303,0.5,301,5,267,1335,10B Micmac Terminal_West,Wednesday_9,424.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,10,874,908,34,0.04,926,18,0.02,124,6,225,1350,10B Micmac Terminal_West,Wednesday_10,301.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,11,921,935,14,0.02,936,1,0.0,-58,4,271,1084,10B Micmac Terminal_West,Wednesday_11,124.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,12,893,915,22,0.02,932,17,0.02,122,4,292,1168,10B Micmac Terminal_West,Wednesday_12,-58.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,13,914,926,12,0.01,942,16,0.02,147,3,165,495,10B Micmac Terminal_West,Wednesday_13,122.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,14,870,896,26,0.03,937,41,0.05,120,3,286,858,10B Micmac Terminal_West,Wednesday_14,147.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,15,912,935,23,0.03,944,9,0.01,-43,5,241,1205,10B Micmac Terminal_West,Wednesday_15,120.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,16,592,599,7,0.01,842,243,0.41,477,10,256,2560,10B Micmac Terminal_West,Wednesday_16,-43.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,17,572,610,38,0.07,994,384,0.67,491,7,328,2296,10B Micmac Terminal_West,Wednesday_17,477.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,18,622,657,35,0.06,820,163,0.26,124,7,420,2940,10B Micmac Terminal_West,Wednesday_18,491.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,19,914,955,41,0.04,1006,51,0.06,51,6,171,1026,10B Micmac Terminal_West,Wednesday_19,124.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,20,881,888,7,0.01,940,52,0.06,56,4,185,740,10B Micmac Terminal_West,Wednesday_20,51.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,21,920,927,7,0.01,981,54,0.06,-50,3,281,843,10B Micmac Terminal_West,Wednesday_21,56.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,22,888,907,19,0.02,908,1,0.0,155,5,198,990,10B Micmac Terminal_West,Wednesday_22,-50.0
10-Dalhousie,West,Wednesday,Full service,10B Micmac Terminal,March,23,898,912,14,0.02,939,27,0.03,89,3,296,888,10B Micmac Terminal_West,Wednesday_23,155.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,5,897,912,15,0.02,967,55,0.06,48,6,203,1218,10B Micmac Terminal_West,Thursday_5,89.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,6,882,894,12,0.01,944,50,0.06,-51,5,227,1135,10B Micmac Terminal_West,Thursday_6,48.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,7,591,608,17,0.03,845,237,0.4,494,10,279,2790,10B Micmac Terminal_West,Thursday_7,-51.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,8,571,571,0,0.0,824,253,0.44,218,12,274,3288,10B Micmac Terminal_West,Thursday_8,494.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,9,579,602,23,0.04,804,202,0.35,260,8,244,1952,10B Micmac Terminal_West,Thursday_9,218.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,10,870,890,20,0.02,931,41,0.05,71,2,222,444,10B Micmac Terminal_West,Thursday_10,260.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,11,922,952,30,0.03,1007,55,0.06,123,2,245,490,10B Micmac Terminal_West,Thursday_11,71.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,12,894,937,43,0.05,997,60,0.07,88,3,194,582,10B Micmac Terminal_West,Thursday_12,123.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,13,923,960,37,0.04,1020,60,0.07,10,3,263,789,10B Micmac Terminal_West,Thursday_13,88.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,14,884,897,13,0.01,934,37,0.04,37,6,204,1224,10B Micmac Terminal_West,Thursday_14,10.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,15,872,894,22,0.03,911,17,0.02,-48,2,153,306,10B Micmac Terminal_West,Thursday_15,37.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,16,575,616,41,0.07,931,315,0.55,407,11,420,4620,10B Micmac Terminal_West,Thursday_16,-48.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,17,592,631,39,0.07,755,124,0.21,564,12,406,4872,10B Micmac Terminal_West,Thursday_17,407.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,18,585,595,10,0.02,884,289,0.49,244,7,283,1981,10B Micmac Terminal_West,Thursday_18,564.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,19,902,934,32,0.04,989,55,0.06,81,2,262,524,10B Micmac Terminal_West,Thursday_19,244.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,20,901,941,40,0.04,1000,59,0.07,156,5,154,770,10B Micmac Terminal_West,Thursday_20,81.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,21,922,931,9,0.01,980,49,0.05,-60,3,181,543,10B Micmac Terminal_West,Thursday_21,156.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,22,916,959,43,0.05,971,12,0.01,45,3,157,471,10B Micmac Terminal_West,Thursday_22,-60.0
10-Dalhousie,West,Thursday,Full service,10B Micmac Terminal,March,23,928,965,37,0.04,996,31,0.03,52,2,208,416,10B Micmac Terminal_West,Thursday_23,45.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,5,913,949,36,0.04,1006,57,0.06,-60,2,267,534,10B Micmac Terminal_West,Friday_5,52.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,6,930,958,28,0.03,995,37,0.04,176,6,255,1530,10B Micmac Terminal_West,Friday_6,-60.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,7,571,590,19,0.03,933,343,0.6,551,9,433,3897,10B Micmac Terminal_West,Friday_7,176.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,8,584,626,42,0.07,966,340,0.58,145,8,234,1872,10B Micmac Terminal_West,Friday_8,551.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,9,625,626,1,0.0,874,248,0.4,165,9,342,3078,10B Micmac Terminal_West,Friday_9,145.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,10,911,914,3,0.0,965,51,0.06,-26,4,202,808,10B Micmac Terminal_West,Friday_10,165.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,11,884,885,1,0.0,894,9,0.01,42,4,219,876,10B Micmac Terminal_West,Friday_11,-26.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,12,929,931,2,0.0,959,28,0.03,72,2,271,542,10B Micmac Terminal_West,Friday_12,42.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,13,902,937,35,0.04,966,29,0.03,160,6,236,1416,10B Micmac Terminal_West,Friday_13,72.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,14,908,922,14,0.02,952,30,0.03,112,4,213,852,10B Micmac Terminal_West,Friday_14,160.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,15,905,944,39,0.04,945,1,0.0,145,5,211,1055,10B Micmac Terminal_West,Friday_15,112.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,16,606,616,10,0.02,1015,399,0.66,221,11,325,3575,10B Micmac Terminal_West,Friday_16,145.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,17,616,631,15,0.02,751,120,0.19,484,10,400,4000,10B Micmac Terminal_West,Friday_17,221.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,18,612,639,27,0.04,789,150,0.25,311,5,301,1505,10B Micmac Terminal_West,Friday_18,484.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,19,902,1666,764,0.85,1697,31,0.03,76,3,274,822,10B Micmac Terminal_West,Friday_19,311.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,20,880,893,13,0.01,946,53,0.06,-5,5,291,1455,10B Micmac Terminal_West,Friday_20,76.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,21,909,928,19,0.02,944,16,0.02,152,5,153,765,10B Micmac Terminal_West,Friday_21,-5.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,22,878,881,3,0.0,929,48,0.05,4,3,154,462,10B Micmac Terminal_West,Friday_22,152.0
10-Dalhousie,West,Friday,Full service,10B Micmac Terminal,March,23,928,958,30,0.03,978,20,0.02,55,3,200,600,10B Micmac Terminal_West,Friday_23,4.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,5,1786,1804,18,0.01,1839,35,0.02,74,6,178,1068,10A Bridge Terminal_West,Saturday_5,312.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,6,1815,1839,24,0.01,1855,16,0.01,95,5,107,535,10A Bridge Terminal_West,Saturday_6,74.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,7,1793,1822,29,0.02,1835,13,0.01,170,6,171,1026,10A Bridge Terminal_West,Saturday_7,95.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,8,1794,1827,33,0.02,1842,15,0.01,108,6,154,924,10A Bridge Terminal_West,Saturday_8,170.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,9,1782,1782,0,0.0,1833,51,0.03,109,4,177,708,10A Bridge Terminal_West,Saturday_9,108.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,10,1777,1806,29,0.02,1848,42,0.02,130,6,171,1026,10A Bridge Terminal_West,Saturday_10,109.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,11,1787,1811,24,0.01,1811,0,0.0,43,3,123,369,10A Bridge Terminal_West,Saturday_11,130.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,12,1822,1865,43,0.02,1921,56,0.03,-51,6,103,618,10A Bridge Terminal_West,Saturday_12,43.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,13,1782,1799,17,0.01,1855,56,0.03,119,3,137,411,10A Bridge Terminal_West,Saturday_13,-51.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,14,1823,1854,31,0.02,1882,28,0.02,17,4,132,528,10A Bridge Terminal_West,Saturday_14,119.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,15,1790,1804,14,0.01,1834,30,0.02,150,2,153,306,10A Bridge Terminal_West,Saturday_15,17.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,16,1783,1820,37,0.02,1843,23,0.01,-35,5,102,510,10A Bridge Terminal_West,Saturday_16,150.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,17,1811,1833,22,0.01,1866,33,0.02,105,6,168,1008,10A Bridge Terminal_West,Saturday_17,-35.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,18,1816,1840,24,0.01,1854,14,0.01,-5,5,165,825,10A Bridge Terminal_West,Saturday_18,105.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,19,1788,1817,29,0.02,1824,7,0.0,94,6,133,798,10A Bridge Terminal_West,Saturday_19,-5.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,20,1795,1797,2,0.0,1823,26,0.01,-49,5,169,845,10A Bridge Terminal_West,Saturday_20,94.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,21,1827,1848,21,0.01,1867,19,0.01,64,3,99,297,10A Bridge Terminal_West,Saturday_21,-49.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,22,1802,1846,44,0.02,1856,10,0.01,45,2,135,270,10A Bridge Terminal_West,Saturday_22,64.0
10-Dalhousie,West,Saturday,Reduced service,10A Bridge Terminal,March,23,1794,1836,42,0.02,1861,25,0.01,-34,2,176,352,10A Bridge Terminal_West,Saturday_23,45.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,5,1793,1816,23,0.01,1833,17,0.01,137,4,158,632,10B Micmac Terminal_East,Sunday_5,68.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,6,1780,1798,18,0.01,1827,29,0.02,166,3,133,399,10B Micmac Terminal_East,Sunday_6,137.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,7,1777,1799,22,0.01,1842,43,0.02,165,3,90,270,10B Micmac Terminal_East,Sunday_7,166.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,8,1824,1824,0,0.0,1877,53,0.03,115,5,141,705,10B Micmac Terminal_East,Sunday_8,165.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,9,1820,1848,28,0.02,1875,27,0.01,-37,5,124,620,10B Micmac Terminal_East,Sunday_9,115.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,10,1813,1823,10,0.01,1840,17,0.01,168,4,109,436,10B Micmac Terminal_East,Sunday_10,-37.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,11,1779,1780,1,0.0,1796,16,0.01,29,4,125,500,10B Micmac Terminal_East,Sunday_11,168.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,12,1813,1817,4,0.0,1835,18,0.01,171,3,176,528,10B Micmac Terminal_East,Sunday_12,29.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,13,1797,1800,3,0.0,1847,47,0.03,19,6,145,870,10B Micmac Terminal_East,Sunday_13,171.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,14,1795,1822,27,0.02,1837,15,0.01,59,6,138,828,10B Micmac Terminal_East,Sunday_14,19.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,15,1817,1856,39,0.02,1860,4,0.0,152,4,105,420,10B Micmac Terminal_East,Sunday_15,59.0
10-Dalhousie,East,Sunday,Reduced service,10B Micmac Terminal,March,16,1823,1856,33,0.02,1862,6,0.0,10,5,132,660,10B Micmac Terminal_East,Sunday_16,152.0
