Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served
4-Universities,South,Monday,Full service,4 To Dalhousie,December,8,9:56,10:24,0:28,5%,13:10,2:46,28%,2:19,0:09,361
4-Universities,South,Monday,Full service,4 To Dalhousie,December,9,9:57,10:39,0:42,7%,12:49,2:10,22%,5:42,0:06,372
4-Universities,South,Monday,Full service,4 To Dalhousie,December,10,14:54,25:05,10:11,68%,25:42,0:37,4%,1:45,0:04,245
4-Universities,South,Monday,Full service,4 To Dalhousie,December,11,14:51,15:32,0:41,5%,16:22,0:50,6%,2:49,0:03,170
4-Universities,South,Monday,Full service,4 To Dalhousie,December,12,14:52,26:34,11:42,79%,27:11,0:37,4%,0:44,0:05,262
4-Universities,South,Monday,Full service,4 To Dalhousie,December,13,14:41,14:42,0:01,0%,15:39,0:57,6%,1:50,0:06,155
4-Universities,South,Monday,Full service,4 To Dalhousie,December,14,14:43,19:56,5:13,35%,20:15,0:19,2%,1:56,0:06,275
4-Universities,South,Monday,Full service,4 To Dalhousie,December,15,14:43,15:24,0:41,5%,16:22,0:58,7%,1:29,0:03,171
4-Universities,South,Monday,Full service,4 To Dalhousie,December,16,9:32,9:36,0:04,1%,12:26,2:50,30%,2:06,0:10,294
4-Universities,South,Monday,Full service,4 To Dalhousie,December,17,9:54,16:27,6:33,66%,21:35,5:08,52%,4:17,0:06,295
4-Universities,South,Monday,Full service,4 To Dalhousie,December,18,10:01,10:10,0:09,1%,16:18,6:08,61%,3:38,0:11,408
4-Universities,South,Monday,Full service,4 To Dalhousie,December,19,15:10,15:20,0:10,1%,16:13,0:53,6%,-0:39,0:06,278
4-Universities,South,Monday,Full service,4 To Dalhousie,December,20,15:10,22:44,7:34,50%,23:11,0:27,3%,-0:58,0:02,156
4-Universities,South,Monday,Full service,4 To Dalhousie,December,21,14:45,24:56,10:11,69%,25:43,0:47,5%,1:08,0:03,217
4-Universities,South,Monday,Full service,4 To Dalhousie,December,22,14:58,23:27,8:29,57%,24:11,0:44,5%,2:57,0:05,242
4-Universities,South,Monday,Full service,4 To Dalhousie,December,23,15:23,15:35,0:12,1%,16:05,0:30,3%,1:53,0:06,265
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,5,15:24,15:54,0:30,3%,16:20,0:26,3%,1:39,0:05,251
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,6,14:57,17:25,2:28,16%,17:25,0:00,0%,-0:14,0:05,177
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,7,9:47,19:55,10:08,104%,24:02,4:07,42%,8:07,0:06,327
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,8,9:59,10:06,0:07,1%,12:55,2:49,28%,3:28,0:09,408
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,9,10:02,10:20,0:18,3%,16:35,6:15,62%,7:48,0:07,330
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,10,15:14,15:35,0:21,2%,16:22,0:47,5%,1:55,0:02,298
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,11,14:57,15:14,0:17,2%,15:54,0:40,4%,-0:03,0:06,253
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,12,15:04,15:11,0:07,1%,16:08,0:57,6%,2:54,0:03,247
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,13,14:36,14:57,0:21,2%,15:36,0:39,4%,-0:11,0:03,234
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,14,14:44,15:09,0:25,3%,16:01,0:52,6%,0:08,0:02,290
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,15,14:55,15:37,0:42,5%,15:56,0:19,2%,1:53,0:02,157
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,16,9:55,18:15,8:20,84%,20:43,2:28,25%,5:01,0:05,249
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,17,10:01,24:20,14:19,143%,26:33,2:13,22%,6:03,0:08,373
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,18,10:16,10:35,0:19,3%,13:13,2:38,26%,9:00,0:05,450
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,19,14:31,18:05,3:34,25%,18:18,0:13,1%,-0:29,0:06,261
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,20,14:41,14:55,0:14,2%,15:21,0:26,3%,2:26,0:03,252
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,21,15:23,15:28,0:05,1%,15:43,0:15,2%,2:57,0:02,299
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,22,15:04,15:27,0:23,3%,15:38,0:11,1%,-0:47,0:05,247
4-Universities,North,Tuesday,Full service,4 To Dalhousie,December,23,14:48,15:21,0:33,4%,16:03,0:42,5%,0:37,0:06,293
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,5,14:55,24:41,9:46,65%,24:51,0:10,1%,-0:11,0:05,178
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,6,15:06,15:10,0:04,0%,15:52,0:42,5%,0:42,0:03,276
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,7,9:34,13:15,3:41,39%,15:34,2:19,24%,5:47,0:11,310
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,8,10:00,21:38,11:38,116%,26:43,5:05,51%,5:10,0:07,351
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,9,9:41,9:49,0:08,1%,14:14,4:25,46%,6:40,0:08,234
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,10,15:21,29:05,13:44,89%,29:08,0:03,0%,0:25,0:03,288
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,11,15:03,27:29,12:26,83%,27:52,0:23,3%,2:20,0:05,272
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,12,14:58,15:14,0:16,2%,15:32,0:18,2%,2:49,0:04,228
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,13,15:04,15:45,0:41,5%,16:26,0:41,5%,2:57,0:06,261
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,14,14:49,23:08,8:19,56%,23:45,0:37,4%,0:08,0:02,281
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,15,14:32,14:47,0:15,2%,15:38,0:51,6%,1:23,0:06,294
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,16,10:05,10:44,0:39,6%,13:01,2:17,23%,7:21,0:08,231
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,17,10:15,24:25,14:10,138%,27:54,3:29,34%,3:52,0:10,243
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,18,9:51,10:22,0:31,5%,14:56,4:34,46%,8:04,0:12,259
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,19,15:29,15:51,0:22,2%,16:02,0:11,1%,3:00,0:02,231
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,20,14:43,15:09,0:26,3%,16:06,0:57,6%,1:44,0:06,295
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,21,15:16,15:30,0:14,2%,16:06,0:36,4%,0:44,0:04,170
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,22,15:07,22:38,7:31,50%,23:19,0:41,5%,2:09,0:03,236
4-Universities,North,Wednesday,Full service,4 To Lacewood,December,23,15:26,29:44,14:18,93%,30:13,0:29,3%,2:36,0:02,266
4-Universities,North,Thursday,Full service,4 To Lacewood,December,5,15:23,15:52,0:29,3%,16:35,0:43,5%,0:46,0:02,224
4-Universities,North,Thursday,Full service,4 To Lacewood,December,6,14:47,14:49,0:02,0%,15:14,0:25,3%,0:04,0:04,296
4-Universities,North,Thursday,Full service,4 To Lacewood,December,7,10:29,19:26,8:57,85%,24:17,4:51,46%,2:12,0:08,243
4-Universities,North,Thursday,Full service,4 To Lacewood,December,8,9:56,10:06,0:10,2%,12:54,2:48,28%,2:02,0:05,261
4-Universities,North,Thursday,Full service,4 To Lacewood,December,9,10:12,10:35,0:23,4%,17:09,6:34,64%,8:24,0:12,450
4-Universities,North,Thursday,Full service,4 To Lacewood,December,10,15:14,15:41,0:27,3%,16:31,0:50,5%,0:22,0:06,177
4-Universities,North,Thursday,Full service,4 To Lacewood,December,11,14:55,15:19,0:24,3%,15:59,0:40,4%,3:00,0:05,249
4-Universities,North,Thursday,Full service,4 To Lacewood,December,12,14:47,22:40,7:53,53%,22:53,0:13,1%,0:40,0:04,161
4-Universities,North,Thursday,Full service,4 To Lacewood,December,13,15:02,16:39,1:37,11%,17:33,0:54,6%,0:42,0:06,260
4-Universities,North,Thursday,Full service,4 To Lacewood,December,14,15:19,16:02,0:43,5%,16:20,0:18,2%,-0:23,0:05,222
4-Universities,North,Thursday,Full service,4 To Lacewood,December,15,14:46,21:13,6:27,44%,21:48,0:35,4%,-0:13,0:03,251
4-Universities,North,Thursday,Full service,4 To Lacewood,December,16,9:43,9:45,0:02,0%,15:25,5:40,58%,7:20,0:08,288
4-Universities,North,Thursday,Full service,4 To Lacewood,December,17,9:48,16:38,6:50,70%,22:34,5:56,61%,6:07,0:06,351
4-Universities,North,Thursday,Full service,4 To Lacewood,December,18,9:30,12:55,3:25,36%,17:24,4:29,47%,6:42,0:11,225
4-Universities,North,Thursday,Full service,4 To Lacewood,December,19,15:14,15:15,0:01,0%,15:30,0:15,2%,1:25,0:06,265
4-Universities,North,Thursday,Full service,4 To Lacewood,December,20,15:11,15:18,0:07,1%,16:02,0:44,5%,-0:13,0:06,219
4-Universities,North,Thursday,Full service,4 To Lacewood,December,21,15:25,27:03,11:38,75%,27:32,0:29,3%,2:56,0:04,203
4-Universities,North,Thursday,Full service,4 To Lacewood,December,22,15:17,16:01,0:44,5%,16:31,0:30,3%,-0:44,0:06,250
4-Universities,North,Thursday,Full service,4 To Lacewood,December,23,14:58,15:39,0:41,5%,16:03,0:24,3%,0:47,0:05,297
4-Universities,South,Friday,Full service,4 To Dalhousie,December,5,15:05,26:57,11:52,79%,27:57,1:00,7%,1:21,0:06,218
4-Universities,South,Friday,Full service,4 To Dalhousie,December,6,14:45,14:46,0:01,0%,15:02,0:16,2%,0:59,0:05,241
4-Universities,South,Friday,Full service,4 To Dalhousie,December,7,9:52,10:32,0:40,7%,12:57,2:25,24%,9:20,0:05,369
4-Universities,South,Friday,Full service,4 To Dalhousie,December,8,10:14,10:34,0:20,3%,14:24,3:50,37%,9:39,0:10,445
4-Universities,South,Friday,Full service,4 To Dalhousie,December,9,9:36,22:37,13:01,136%,28:47,6:10,64%,6:21,0:07,351
4-Universities,South,Friday,Full service,4 To Dalhousie,December,10,15:03,17:37,2:34,17%,18:21,0:44,5%,2:24,0:06,253
4-Universities,South,Friday,Full service,4 To Dalhousie,December,11,14:33,14:43,0:10,1%,15:41,0:58,7%,0:41,0:05,275
4-Universities,South,Friday,Full service,4 To Dalhousie,December,12,14:56,15:30,0:34,4%,15:48,0:18,2%,2:26,0:02,222
4-Universities,South,Friday,Full service,4 To Dalhousie,December,13,14:30,14:36,0:06,1%,15:02,0:26,3%,0:57,0:06,198
4-Universities,South,Friday,Full service,4 To Dalhousie,December,14,14:54,15:32,0:38,4%,15:39,0:07,1%,-0:41,0:06,284
4-Universities,South,Friday,Full service,4 To Dalhousie,December,15,15:05,15:34,0:29,3%,16:20,0:46,5%,0:10,0:06,158
4-Universities,South,Friday,Full service,4 To Dalhousie,December,16,10:24,11:04,0:40,6%,13:35,2:31,24%,5:21,0:12,354
4-Universities,South,Friday,Full service,4 To Dalhousie,December,17,10:06,10:39,0:33,5%,15:49,5:10,51%,8:17,0:08,297
4-Universities,South,Friday,Full service,4 To Dalhousie,December,18,9:31,9:58,0:27,5%,14:20,4:22,46%,4:40,0:06,246
4-Universities,South,Friday,Full service,4 To Dalhousie,December,19,14:54,18:50,3:56,26%,19:29,0:39,4%,-0:54,0:02,229
4-Universities,South,Friday,Full service,4 To Dalhousie,December,20,15:19,23:43,8:24,55%,24:26,0:43,5%,2:16,0:05,284
4-Universities,South,Friday,Full service,4 To Dalhousie,December,21,14:30,14:45,0:15,2%,15:21,0:36,4%,-0:17,0:03,203
4-Universities,South,Friday,Full service,4 To Dalhousie,December,22,15:14,29:26,14:12,93%,29:54,0:28,3%,2:02,0:02,155
4-Universities,South,Friday,Full service,4 To Dalhousie,December,23,14:45,17:21,2:36,18%,17:51,0:30,3%,1:36,0:04,221
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,5,30:15,30:44,0:29,2%,31:09,0:25,1%,2:15,0:06,120
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,6,30:20,34:07,3:47,12%,34:13,0:06,0%,-0:55,0:02,98
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,7,29:48,29:57,0:09,1%,30:37,0:40,2%,-0:32,0:02,127
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,8,30:12,30:29,0:17,1%,31:09,0:40,2%,1:54,0:06,144
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,9,29:49,30:30,0:41,2%,31:08,0:38,2%,1:24,0:03,162
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,10,29:32,30:00,0:28,2%,30:39,0:39,2%,0:34,0:04,177
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,11,29:34,30:18,0:44,2%,31:08,0:50,3%,0:56,0:05,108
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,12,29:57,44:35,14:38,49%,45:10,0:35,2%,2:07,0:03,152
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,13,29:36,30:20,0:44,2%,30:57,0:37,2%,1:43,0:04,171
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,14,30:05,30:45,0:40,2%,31:19,0:34,2%,2:54,0:04,126
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,15,30:10,30:39,0:29,2%,31:38,0:59,3%,1:18,0:05,97
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,16,29:41,30:13,0:32,2%,30:13,0:00,0%,2:51,0:04,90
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,17,29:52,30:31,0:39,2%,30:51,0:20,1%,2:54,0:05,100
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,18,30:02,30:39,0:37,2%,31:31,0:52,3%,1:01,0:06,159
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,19,30:30,33:40,3:10,10%,33:44,0:04,0%,1:20,0:03,167
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,20,29:31,36:35,7:04,24%,37:25,0:50,3%,0:26,0:06,177
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,21,29:30,29:38,0:08,0%,30:29,0:51,3%,0:33,0:04,155
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,22,29:58,41:44,11:46,39%,42:39,0:55,3%,0:24,0:02,103
4-Universities,South,Saturday,Reduced service,4 To Dalhousie,December,23,29:51,30:02,0:11,1%,30:24,0:22,1%,0:44,0:05,117
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,5,29:43,31:09,1:26,5%,32:06,0:57,3%,1:15,0:06,138
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,6,30:03,30:46,0:43,2%,31:44,0:58,3%,0:23,0:04,93
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,7,30:01,30:03,0:02,0%,30:20,0:17,1%,1:40,0:02,136
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,8,29:41,30:26,0:45,3%,31:01,0:35,2%,-0:33,0:05,107
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,9,29:52,35:46,5:54,20%,36:11,0:25,1%,2:22,0:05,112
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,10,29:49,30:19,0:30,2%,30:30,0:11,1%,-1:00,0:03,111
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,11,29:52,30:30,0:38,2%,30:41,0:11,1%,1:18,0:03,115
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,12,29:46,31:25,1:39,6%,31:36,0:11,1%,2:41,0:05,112
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,13,29:43,35:16,5:33,19%,35:41,0:25,1%,2:32,0:05,132
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,14,29:37,38:01,8:24,28%,38:16,0:15,1%,0:34,0:03,106
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,15,30:07,30:30,0:23,1%,30:59,0:29,2%,1:11,0:06,134
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,16,30:24,37:45,7:21,24%,38:15,0:30,2%,1:17,0:06,142
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,17,29:55,30:06,0:11,1%,30:07,0:01,0%,-0:22,0:02,112
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,18,30:17,30:24,0:07,0%,31:24,1:00,3%,-0:46,0:02,175
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,19,30:27,36:27,6:00,20%,36:56,0:29,2%,2:06,0:05,111
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,20,30:28,45:11,14:43,48%,46:10,0:59,3%,2:26,0:04,157
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,21,30:24,40:15,9:51,32%,40:56,0:41,2%,1:45,0:05,133
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,22,30:27,30:51,0:24,1%,31:48,0:57,3%,-0:39,0:05,124
4-Universities,South,Sunday,Reduced service,4 To Dalhousie,December,23,29:44,29:46,0:02,0%,30:13,0:27,2%,-0:13,0:05,127
5-Portland,West,Monday,Full service,5 Portland,January,5,15:06,15:36,0:30,3%,16:16,0:40,4%,0:09,0:06,229
5-Portland,West,Monday,Full service,5 Portland,January,6,15:20,15:38,0:18,2%,16:38,1:00,7%,0:48,0:03,220
5-Portland,West,Monday,Full service,5 Portland,January,7,9:48,10:05,0:17,3%,16:39,6:34,67%,8:59,0:07,444
5-Portland,West,Monday,Full service,5 Portland,January,8,9:50,10:20,0:30,5%,13:33,3:13,33%,2:45,0:06,360
5-Portland,West,Monday,Full service,5 Portland,January,9,9:55,10:05,0:10,2%,12:32,2:27,25%,5:26,0:08,345
5-Portland,West,Monday,Full service,5 Portland,January,10,14:56,15:56,1:00,7%,16:18,0:22,2%,1:59,0:02,187
5-Portland,West,Monday,Full service,5 Portland,January,11,14:59,15:05,0:06,1%,15:41,0:36,4%,1:52,0:02,221
5-Portland,West,Monday,Full service,5 Portland,January,12,15:12,27:48,12:36,83%,28:22,0:34,4%,0:35,0:05,258
5-Portland,West,Monday,Full service,5 Portland,January,13,14:57,20:44,5:47,39%,20:46,0:02,0%,2:22,0:04,237
5-Portland,West,Monday,Full service,5 Portland,January,14,14:45,14:56,0:11,1%,15:20,0:24,3%,2:04,0:06,150
5-Portland,West,Monday,Full service,5 Portland,January,15,15:27,15:36,0:09,1%,16:25,0:49,5%,2:37,0:04,295
5-Portland,West,Monday,Full service,5 Portland,January,16,9:39,9:54,0:15,3%,13:12,3:18,34%,4:02,0:08,262
5-Portland,West,Monday,Full service,5 Portland,January,17,9:43,10:20,0:37,6%,14:49,4:29,46%,6:51,0:10,313
5-Portland,West,Monday,Full service,5 Portland,January,18,10:06,10:21,0:15,2%,16:37,6:16,62%,7:35,0:05,450
5-Portland,West,Monday,Full service,5 Portland,January,19,15:21,16:00,0:39,4%,16:48,0:48,5%,2:02,0:03,164
5-Portland,West,Monday,Full service,5 Portland,January,20,15:11,15:15,0:04,0%,15:17,0:02,0%,1:55,0:02,175
5-Portland,West,Monday,Full service,5 Portland,January,21,14:51,22:05,7:14,49%,22:32,0:27,3%,0:40,0:03,151
5-Portland,West,Monday,Full service,5 Portland,January,22,14:32,14:48,0:16,2%,15:22,0:34,4%,8:48,0:05,233
5-Portland,West,Monday,Full service,5 Portland,January,23,15:16,20:00,4:44,31%,20:01,0:01,0%,-0:19,0:06,263
5-Portland,East,Tuesday,Full service,5 Portland,January,5,14:48,15:22,0:34,4%,15:51,0:29,3%,2:37,0:04,195
5-Portland,East,Tuesday,Full service,5 Portland,January,6,14:49,16:54,2:05,14%,17:40,0:46,5%,0:05,0:05,280
5-Portland,East,Tuesday,Full service,5 Portland,January,7,10:17,10:17,0:00,0%,14:36,4:19,42%,4:41,0:12,450
5-Portland,East,Tuesday,Full service,5 Portland,January,8,10:17,10:43,0:26,4%,16:00,5:17,51%,4:49,0:06,238
5-Portland,East,Tuesday,Full service,5 Portland,January,9,10:05,10:10,0:05,1%,16:09,5:59,59%,2:08,0:11,225
5-Portland,East,Tuesday,Full service,5 Portland,January,10,14:31,15:04,0:33,4%,15:15,0:11,1%,1:28,0:06,234
5-Portland,East,Tuesday,Full service,5 Portland,January,11,15:23,15:53,0:30,3%,16:15,0:22,2%,0:07,0:05,167
5-Portland,East,Tuesday,Full service,5 Portland,January,12,15:16,16:01,0:45,5%,16:48,0:47,5%,2:24,0:05,205
5-Portland,East,Tuesday,Full service,5 Portland,January,13,14:39,15:24,0:45,5%,15:32,0:08,1%,3:41,0:03,238
5-Portland,East,Tuesday,Full service,5 Portland,January,14,15:26,16:09,0:43,5%,16:10,0:01,0%,1:35,0:04,158
5-Portland,East,Tuesday,Full service,5 Portland,January,15,15:08,15:18,0:10,1%,15:54,0:36,4%,0:23,0:06,174
5-Portland,East,Tuesday,Full service,5 Portland,January,16,10:29,21:04,10:35,101%,25:14,4:10,40%,9:48,0:07,241
5-Portland,East,Tuesday,Full service,5 Portland,January,17,10:17,19:14,8:57,87%,24:58,5:44,56%,4:38,0:11,367
5-Portland,East,Tuesday,Full service,5 Portland,January,18,10:29,11:12,0:43,7%,15:22,4:10,40%,3:53,0:11,225
5-Portland,East,Tuesday,Full service,5 Portland,January,19,15:27,15:53,0:26,3%,15:58,0:05,1%,12:37,0:02,262
5-Portland,East,Tuesday,Full service,5 Portland,January,20,14:36,14:44,0:08,1%,15:03,0:19,2%,-0:57,0:02,245
5-Portland,East,Tuesday,Full service,5 Portland,January,21,15:03,15:16,0:13,1%,15:18,0:02,0%,2:14,0:05,246
5-Portland,East,Tuesday,Full service,5 Portland,January,22,15:23,28:52,13:29,88%,29:52,1:00,7%,-0:17,0:05,240
5-Portland,East,Tuesday,Full service,5 Portland,January,23,14:34,15:14,0:40,5%,15:41,0:27,3%,9:11,0:04,280
5-Portland,West,Wednesday,Full service,5 Portland,January,5,14:43,14:59,0:16,2%,15:19,0:20,2%,-0:46,0:02,280
5-Portland,West,Wednesday,Full service,5 Portland,January,6,14:43,15:24,0:41,5%,16:20,0:56,6%,-0:35,0:02,227
5-Portland,West,Wednesday,Full service,5 Portland,January,7,9:57,10:41,0:44,7%,13:11,2:30,25%,7:31,0:06,292
5-Portland,West,Wednesday,Full service,5 Portland,January,8,9:54,21:30,11:36,117%,27:55,6:25,65%,5:03,0:08,423
5-Portland,West,Wednesday,Full service,5 Portland,January,9,10:12,23:01,12:49,126%,28:31,5:30,54%,3:49,0:08,322
5-Portland,West,Wednesday,Full service,5 Portland,January,10,15:17,22:34,7:17,48%,22:57,0:23,3%,2:49,0:04,160
5-Portland,West,Wednesday,Full service,5 Portland,January,11,15:29,22:52,7:23,48%,23:29,0:37,4%,-0:39,0:05,248
5-Portland,West,Wednesday,Full service,5 Portland,January,12,14:56,15:29,0:33,4%,16:26,0:57,6%,0:30,0:02,253
5-Portland,West,Wednesday,Full service,5 Portland,January,13,14:37,17:52,3:15,22%,18:02,0:10,1%,6:48,0:04,208
5-Portland,West,Wednesday,Full service,5 Portland,January,14,15:00,23:57,8:57,60%,24:22,0:25,3%,0:35,0:03,180
5-Portland,West,Wednesday,Full service,5 Portland,January,15,14:43,29:19,14:36,99%,30:10,0:51,6%,1:25,0:05,263
5-Portland,West,Wednesday,Full service,5 Portland,January,16,9:39,10:20,0:41,7%,14:00,3:40,38%,3:00,0:12,294
5-Portland,West,Wednesday,Full service,5 Portland,January,17,10:14,10:29,0:15,2%,16:12,5:43,56%,4:44,0:10,304
5-Portland,West,Wednesday,Full service,5 Portland,January,18,9:41,10:11,0:30,5%,14:25,4:14,44%,3:59,0:05,337
5-Portland,West,Wednesday,Full service,5 Portland,January,19,14:59,15:44,0:45,5%,16:42,0:58,6%,-0:51,0:02,224
5-Portland,West,Wednesday,Full service,5 Portland,January,20,14:45,15:19,0:34,4%,15:32,0:13,1%,2:12,0:04,202
5-Portland,West,Wednesday,Full service,5 Portland,January,21,14:45,25:50,11:05,75%,26:15,0:25,3%,0:07,0:03,283
5-Portland,West,Wednesday,Full service,5 Portland,January,22,14:51,22:30,7:39,52%,22:50,0:20,2%,0:26,0:02,293
5-Portland,West,Wednesday,Full service,5 Portland,January,23,14:39,29:22,14:43,100%,29:32,0:10,1%,-0:35,0:04,185
5-Portland,East,Thursday,Full service,5 Portland,January,5,14:44,15:05,0:21,2%,15:32,0:27,3%,8:21,0:02,263
5-Portland,East,Thursday,Full service,5 Portland,January,6,15:12,24:29,9:17,61%,24:43,0:14,2%,-0:49,0:06,204
5-Portland,East,Thursday,Full service,5 Portland,January,7,10:12,18:12,8:00,78%,21:32,3:20,33%,4:53,0:08,312
5-Portland,East,Thursday,Full service,5 Portland,January,8,10:09,17:01,6:52,68%,22:01,5:00,49%,7:02,0:10,262
5-Portland,East,Thursday,Full service,5 Portland,January,9,9:49,24:22,14:33,148%,28:04,3:42,38%,9:40,0:08,348
5-Portland,East,Thursday,Full service,5 Portland,January,10,14:55,27:57,13:02,87%,28:24,0:27,3%,1:54,0:04,276
5-Portland,East,Thursday,Full service,5 Portland,January,11,14:48,14:51,0:03,0%,15:21,0:30,3%,0:40,0:06,239
5-Portland,East,Thursday,Full service,5 Portland,January,12,15:07,15:13,0:06,1%,15:21,0:08,1%,11:44,0:02,229
5-Portland,East,Thursday,Full service,5 Portland,January,13,14:44,15:19,0:35,4%,15:41,0:22,2%,-0:16,0:02,221
5-Portland,East,Thursday,Full service,5 Portland,January,14,14:41,15:22,0:41,5%,16:15,0:53,6%,0:01,0:05,193
5-Portland,East,Thursday,Full service,5 Portland,January,15,14:52,14:57,0:05,1%,15:20,0:23,3%,2:15,0:03,174
5-Portland,East,Thursday,Full service,5 Portland,January,16,9:33,21:39,12:06,127%,25:09,3:30,37%,5:19,0:06,280
5-Portland,East,Thursday,Full service,5 Portland,January,17,10:21,10:22,0:01,0%,13:06,2:44,26%,9:09,0:06,433
5-Portland,East,Thursday,Full service,5 Portland,January,18,10:10,10:46,0:36,6%,16:03,5:17,52%,6:14,0:07,436
5-Portland,East,Thursday,Full service,5 Portland,January,19,15:00,20:28,5:28,36%,20:48,0:20,2%,-0:15,0:04,177
5-Portland,East,Thursday,Full service,5 Portland,January,20,14:58,15:24,0:26,3%,16:04,0:40,4%,-0:15,0:04,198
5-Portland,East,Thursday,Full service,5 Portland,January,21,14:30,15:01,0:31,4%,15:45,0:44,5%,8:30,0:02,152
5-Portland,East,Thursday,Full service,5 Portland,January,22,15:16,30:09,14:53,97%,30:19,0:10,1%,0:07,0:05,223
5-Portland,East,Thursday,Full service,5 Portland,January,23,15:24,15:25,0:01,0%,16:24,0:59,6%,1:36,0:05,220
5-Portland,East,Friday,Full service,5 Portland,January,5,14:45,15:00,0:15,2%,15:43,0:43,5%,-0:17,0:06,233
5-Portland,East,Friday,Full service,5 Portland,January,6,15:08,15:28,0:20,2%,15:43,0:15,2%,-0:45,0:06,175
5-Portland,East,Friday,Full service,5 Portland,January,7,9:47,9:55,0:08,1%,15:30,5:35,57%,9:10,0:08,330
5-Portland,East,Friday,Full service,5 Portland,January,8,10:15,10:17,0:02,0%,16:18,6:01,59%,3:22,0:07,442
